triplet_number,Genes_triplet,clique_number,human_abs_number,mouse_abs_number,dog_abs_number,human_specific_number,mouse_specific_number,dog_specific_number,total
544,ENSG00000112855-ENSMUSG00000019143-ENSCAFG00000005905,26,0,0,0,0,0,1,79
545,ENSG00000108309-ENSMUSG00000006575-ENSCAFG00000014197,25,0,0,0,0,1,0,76
546,ENSG00000187848-ENSMUSG00000029503-ENSCAFG00000006270,25,1,0,1,4,1,0,84
547,ENSG00000004766-ENSMUSG00000001376-ENSCAFG00000002018,56,0,1,0,2,3,0,175
548,ENSG00000065717-ENSMUSG00000034771-ENSCAFG00000019293,36,0,0,7,3,2,0,127
549,ENSG00000149930-ENSMUSG00000059981-ENSCAFG00000017039,39,0,0,0,0,0,0,117
550,ENSG00000111305-ENSMUSG00000030206-ENSCAFG00000013186,13,1,2,0,3,0,1,49
551,ENSG00000143369-ENSMUSG00000028108-ENSCAFG00000012022,0,0,0,23,2,0,8,56
552,ENSG00000103429-ENSMUSG00000022684-ENSCAFG00000018791,14,0,0,0,0,0,3,45
553,ENSG00000165731-ENSMUSG00000030110-ENSCAFG00000007076,41,0,0,0,0,0,4,127
554,ENSG00000171189-ENSMUSG00000022935-ENSCAFG00000008768,32,0,0,7,0,0,0,110
555,ENSG00000073921-ENSMUSG00000039361-ENSCAFG00000004486,47,0,0,0,0,0,0,141
556,ENSG00000167037-ENSMUSG00000042216-ENSCAFG00000011498,52,0,0,0,0,2,0,158
557,ENSG00000092529-ENSMUSG00000079110-ENSCAFG00000010383,50,2,1,0,0,0,1,157
558,ENSG00000001167-ENSMUSG00000023994-ENSCAFG00000001580,20,0,0,0,0,0,0,60
559,ENSG00000197696-ENSMUSG00000025723-ENSCAFG00000030848,5,0,1,2,0,1,0,22
560,ENSG00000087460-ENSMUSG00000027523-ENSCAFG00000023756,0,0,0,2,31,31,26,92
561,ENSG00000126746-ENSMUSG00000038346-ENSCAFG00000014740,21,0,0,0,0,0,0,63
562,ENSG00000198055-ENSMUSG00000074886-ENSCAFG00000016388,33,0,0,3,0,0,5,110
563,ENSG00000168314-ENSMUSG00000032517-ENSCAFG00000005106,8,0,1,1,0,0,1,29
564,ENSG00000102030-ENSMUSG00000031388-ENSCAFG00000019415,16,0,0,0,0,4,0,52
565,ENSG00000179912-ENSMUSG00000025404-ENSCAFG00000000215,49,0,3,0,0,0,4,157
566,ENSG00000131759-ENSMUSG00000037992-ENSCAFG00000016060,16,0,0,2,0,0,4,56
567,ENSG00000116833-ENSMUSG00000026398-ENSCAFG00000011176,12,0,0,6,0,2,3,53
568,ENSG00000146457-ENSMUSG00000060475-ENSCAFG00000009787,0,0,0,17,0,0,2,36
569,ENSG00000106484-ENSMUSG00000051855-ENSCAFG00000001450,25,0,0,0,0,2,0,77
570,ENSG00000138668-ENSMUSG00000000568-ENSCAFG00000025045,16,0,0,0,0,0,0,48
571,ENSG00000111846-ENSMUSG00000021360-ENSCAFG00000009680,4,0,0,5,1,1,2,26
572,ENSG00000154153-ENSMUSG00000022270-ENSCAFG00000019100,13,0,0,7,0,0,1,54
573,ENSG00000163618-ENSMUSG00000054423-ENSCAFG00000007072,0,0,0,65,0,0,60,190
574,ENSG00000114126-ENSMUSG00000032411-ENSCAFG00000007742,29,0,0,0,2,0,0,89
575,ENSG00000001617-ENSMUSG00000034684-ENSCAFG00000010804,37,0,0,0,0,0,1,112
576,ENSG00000009780-ENSMUSG00000028878-ENSCAFG00000029112,18,0,0,0,2,0,0,56
577,ENSG00000159842-ENSMUSG00000017631-ENSCAFG00000019060,52,1,0,1,0,0,1,161
578,ENSG00000169621-ENSMUSG00000030051-ENSCAFG00000003262,0,0,19,0,5,25,1,69
579,ENSG00000038945-ENSMUSG00000025044-ENSCAFG00000006830,0,0,21,0,0,22,0,64
580,ENSG00000148219-ENSMUSG00000028373-ENSCAFG00000003504,44,0,0,7,4,0,0,150
581,ENSG00000083896-ENSMUSG00000035851-ENSCAFG00000002821,35,0,0,0,0,0,0,105
582,ENSG00000108443-ENSMUSG00000020516-ENSCAFG00000017679,31,0,0,0,2,6,0,101
583,ENSG00000084693-ENSMUSG00000029165-ENSCAFG00000004537,28,1,1,0,0,6,0,94
584,ENSG00000160753-ENSMUSG00000041263-ENSCAFG00000016954,0,0,0,22,2,0,20,66
585,ENSG00000089327-ENSMUSG00000009687-ENSCAFG00000024320,0,0,0,0,17,17,28,62
586,ENSG00000101336-ENSMUSG00000003283-ENSCAFG00000007122,24,0,0,0,1,0,3,76
587,ENSG00000138795-ENSMUSG00000027985-ENSCAFG00000011252,26,0,0,0,0,0,0,78
588,ENSG00000151490-ENSMUSG00000030223-ENSCAFG00000012789,53,0,0,0,0,0,0,159
589,ENSG00000095397-ENSMUSG00000039137-ENSCAFG00000003344,27,0,0,0,1,1,0,83
590,ENSG00000111605-ENSMUSG00000055531-ENSCAFG00000000424,0,0,0,21,0,0,18,60
591,ENSG00000139436-ENSMUSG00000041890-ENSCAFG00000010725,44,0,2,0,0,0,0,136
592,ENSG00000132334-ENSMUSG00000041836-ENSCAFG00000013204,40,0,0,3,0,4,5,135
593,ENSG00000179295-ENSMUSG00000043733-ENSCAFG00000008894,32,0,0,0,0,0,0,96
594,ENSG00000113282-ENSMUSG00000006169-ENSCAFG00000017344,25,0,2,0,0,0,0,79
595,ENSG00000126858-ENSMUSG00000017686-ENSCAFG00000018443,43,3,0,0,0,0,1,136
596,ENSG00000159352-ENSMUSG00000005625-ENSCAFG00000012565,20,0,0,1,0,0,0,62
597,ENSG00000066248-ENSMUSG00000026259-ENSCAFG00000011587,27,0,0,3,0,0,1,88
598,ENSG00000141551-ENSMUSG00000025162-ENSCAFG00000006059,0,0,0,20,0,0,16,56
599,ENSG00000132305-ENSMUSG00000052337-ENSCAFG00000007564,31,0,0,0,1,2,3,99
600,ENSG00000135108-ENSMUSG00000032898-ENSCAFG00000009303,25,0,0,0,0,0,0,75
601,ENSG00000187164-ENSMUSG00000041362-ENSCAFG00000011908,30,0,0,8,0,0,9,115
602,ENSG00000155363-ENSMUSG00000002227-ENSCAFG00000013454,41,0,0,0,0,3,2,128
603,ENSG00000100162-ENSMUSG00000068101-ENSCAFG00000001003,13,0,0,0,5,1,0,45
604,ENSG00000134900-ENSMUSG00000041763-ENSCAFG00000005950,60,0,0,0,0,0,1,181
605,ENSG00000112715-ENSMUSG00000023951-ENSCAFG00000001938,18,0,3,0,2,0,0,62
606,ENSG00000176170-ENSMUSG00000061878-ENSCAFG00000005073,10,0,0,0,4,2,0,36
607,ENSG00000157404-ENSMUSG00000005672-ENSCAFG00000002065,0,0,44,0,0,43,0,131
608,ENSG00000182872-ENSMUSG00000031060-ENSCAFG00000014863,38,0,0,10,3,0,19,156
609,ENSG00000155511-ENSMUSG00000020524-ENSCAFG00000017765,33,0,0,3,2,0,1,108
610,ENSG00000176463-ENSMUSG00000025790-ENSCAFG00000011241,23,0,0,0,0,0,0,69
611,ENSG00000103423-ENSMUSG00000004069-ENSCAFG00000019212,24,0,0,0,2,0,4,78
612,ENSG00000144744-ENSMUSG00000030061-ENSCAFG00000006548,36,0,0,0,0,0,2,110
613,ENSG00000172340-ENSMUSG00000061838-ENSCAFG00000006612,23,0,0,0,2,0,0,71
614,ENSG00000074416-ENSMUSG00000033174-ENSCAFG00000004093,15,0,0,3,0,1,4,56
615,ENSG00000128591-ENSMUSG00000068699-ENSCAFG00000001585,97,0,0,0,0,0,0,291
616,ENSG00000138185-ENSMUSG00000048120-ENSCAFG00000008433,21,0,0,0,4,2,0,69
617,ENSG00000143549-ENSMUSG00000027940-ENSCAFG00000017311,30,0,0,0,0,0,0,90
618,ENSG00000100578-ENSMUSG00000034601-ENSCAFG00000015377,0,0,60,0,12,60,5,197
619,ENSG00000157036-ENSMUSG00000042787-ENSCAFG00000005039,12,0,0,0,0,3,0,39
620,ENSG00000154582-ENSMUSG00000079658-ENSCAFG00000008152,7,0,0,0,0,2,0,23
621,ENSG00000175354-ENSMUSG00000024539-ENSCAFG00000018862,17,0,1,3,5,1,1,66
622,ENSG00000146842-ENSMUSG00000029782-ENSCAFG00000001495,31,0,0,1,0,0,0,95
623,ENSG00000143882-ENSMUSG00000020566-ENSCAFG00000003464,28,0,0,0,0,0,0,84
624,ENSG00000084234-ENSMUSG00000031996-ENSCAFG00000010132,36,0,0,0,2,0,1,111
625,ENSG00000148339-ENSMUSG00000026819-ENSCAFG00000020091,26,0,0,0,0,0,0,78
626,ENSG00000072518-ENSMUSG00000024969-ENSCAFG00000014976,0,0,0,39,1,0,32,111
627,ENSG00000143437-ENSMUSG00000015522-ENSCAFG00000012149,43,0,0,4,0,0,0,137
628,ENSG00000166938-ENSMUSG00000032396-ENSCAFG00000017271,0,0,0,35,0,0,38,108
629,ENSG00000101246-ENSMUSG00000038671-ENSCAFG00000030493,16,0,0,1,0,0,0,50
630,ENSG00000160194-ENSMUSG00000024038-ENSCAFG00000010508,0,0,6,0,2,8,7,29
631,ENSG00000160781-ENSMUSG00000041423-ENSCAFG00000016844,0,0,0,15,6,0,10,46
632,ENSG00000204371-ENSMUSG00000013787-ENSCAFG00000000669,54,0,0,3,0,0,0,168
633,ENSG00000166887-ENSMUSG00000027291-ENSCAFG00000010031,52,0,0,0,0,0,1,157
634,ENSG00000101888-ENSMUSG00000042271-ENSCAFG00000028574,9,0,3,0,0,3,1,37
635,ENSG00000137075-ENSMUSG00000035696-ENSCAFG00000002315,20,0,0,0,5,3,0,68
636,ENSG00000007237-ENSMUSG00000033066-ENSCAFG00000017455,30,0,0,2,0,0,0,94
637,ENSG00000113073-ENSMUSG00000024485-ENSCAFG00000005751,16,0,0,0,31,28,0,107
638,ENSG00000147526-ENSMUSG00000065954-ENSCAFG00000005876,22,0,6,0,0,4,0,82
639,ENSG00000165905-ENSMUSG00000040434-ENSCAFG00000009342,0,0,25,0,3,29,1,83
640,ENSG00000101892-ENSMUSG00000016327-ENSCAFG00000018484,17,0,0,0,0,0,0,51
641,ENSG00000142528-ENSMUSG00000048012-ENSCAFG00000032305,0,0,0,0,9,9,8,26
642,ENSG00000169756-ENSMUSG00000019920-ENSCAFG00000002015,25,0,0,4,2,0,0,85
643,ENSG00000144057-ENSMUSG00000024172-ENSCAFG00000002080,0,0,0,10,2,1,14,37
644,ENSG00000072195-ENSMUSG00000026207-ENSCAFG00000015503,89,0,0,0,0,0,0,267
645,ENSG00000136153-ENSMUSG00000033060-ENSCAFG00000005061,63,0,0,1,4,0,1,196
646,ENSG00000213199-ENSMUSG00000038276-ENSCAFG00000004709,0,0,0,22,3,1,20,68
647,ENSG00000166295-ENSMUSG00000020107-ENSCAFG00000014420,6,0,0,0,0,3,0,21
648,ENSG00000163219-ENSMUSG00000030047-ENSCAFG00000003268,0,0,0,23,2,1,8,57
649,ENSG00000004948-ENSMUSG00000023964-ENSCAFG00000002033,0,0,24,0,5,28,0,81
650,ENSG00000183570-ENSMUSG00000001120-ENSCAFG00000011907,29,0,0,0,0,0,0,87
651,ENSG00000198732-ENSMUSG00000021136-ENSCAFG00000016602,24,3,1,0,0,0,0,80
652,ENSG00000106113-ENSMUSG00000003476-ENSCAFG00000003097,24,0,4,0,4,5,0,89
653,ENSG00000141447-ENSMUSG00000044252-ENSCAFG00000014108,57,0,0,0,0,0,0,171
654,ENSG00000147255-ENSMUSG00000031111-ENSCAFG00000018799,29,0,13,0,0,13,0,126
655,ENSG00000173848-ENSMUSG00000021215-ENSCAFG00000005241,20,0,0,6,0,0,0,72
656,ENSG00000078902-ENSMUSG00000025139-ENSCAFG00000009960,13,0,1,0,0,2,3,46
657,ENSG00000172819-ENSMUSG00000001288-ENSCAFG00000007050,17,1,0,0,3,0,0,56
658,ENSG00000113758-ENSMUSG00000034675-ENSCAFG00000016357,26,0,0,5,2,1,0,91
659,ENSG00000163349-ENSMUSG00000008730-ENSCAFG00000009298,32,0,3,0,1,0,5,108
660,ENSG00000119487-ENSMUSG00000038696-ENSCAFG00000020178,23,0,2,0,0,0,0,73
661,ENSG00000091129-ENSMUSG00000020598-ENSCAFG00000003720,57,0,0,4,0,0,31,210
662,ENSG00000158560-ENSMUSG00000029757-ENSCAFG00000002143,34,0,0,0,2,0,0,104
663,ENSG00000188690-ENSMUSG00000030979-ENSCAFG00000012866,18,0,0,0,2,2,0,58
664,ENSG00000145087-ENSMUSG00000022829-ENSCAFG00000011430,54,0,0,0,0,0,1,163
665,ENSG00000204843-ENSMUSG00000031865-ENSCAFG00000008608,66,0,0,0,0,0,3,201
666,ENSG00000040933-ENSMUSG00000026113-ENSCAFG00000002344,52,0,0,1,0,0,11,169
667,ENSG00000003436-ENSMUSG00000027082-ENSCAFG00000014752,0,0,0,0,16,16,14,46
668,ENSG00000161813-ENSMUSG00000023025-ENSCAFG00000008174,32,0,0,4,1,0,0,105
669,ENSG00000167186-ENSMUSG00000030652-ENSCAFG00000018135,13,0,0,0,0,4,0,43
670,ENSG00000165533-ENSMUSG00000021013-ENSCAFG00000017478,30,0,2,0,2,0,9,105
671,ENSG00000240771-ENSMUSG00000019467-ENSCAFG00000000250,32,0,0,2,0,2,0,102
672,ENSG00000101972-ENSMUSG00000025862-ENSCAFG00000018587,66,0,0,0,0,0,1,199
673,ENSG00000169891-ENSMUSG00000040855-ENSCAFG00000012774,0,0,0,36,1,1,32,106
674,ENSG00000058335-ENSMUSG00000032356-ENSCAFG00000014053,0,0,0,0,58,58,52,168
675,ENSG00000166881-ENSMUSG00000040195-ENSCAFG00000000159,16,0,0,4,0,0,2,58
676,ENSG00000214575-ENSMUSG00000025586-ENSCAFG00000013064,0,0,21,0,5,25,5,77
677,ENSG00000266173-ENSMUSG00000069631-ENSCAFG00000012905,25,1,0,0,4,0,0,81
678,ENSG00000133884-ENSMUSG00000024826-ENSCAFG00000013654,24,0,0,0,0,0,0,72
679,ENSG00000196388-ENSMUSG00000057054-ENSCAFG00000023165,10,0,0,3,1,0,3,40
680,ENSG00000158813-ENSMUSG00000059327-ENSCAFG00000029925,14,0,0,6,4,2,2,62
681,ENSG00000125744-ENSMUSG00000030401-ENSCAFG00000004439,21,0,0,2,0,0,1,68
682,ENSG00000182871-ENSMUSG00000001435-ENSCAFG00000011817,0,0,0,0,87,86,86,259
683,ENSG00000109163-ENSMUSG00000029255-ENSCAFG00000002785,7,0,0,0,2,1,0,24
684,ENSG00000114439-ENSMUSG00000022641-ENSCAFG00000009867,30,0,0,0,1,0,0,91
685,ENSG00000153130-ENSMUSG00000063253-ENSCAFG00000003699,7,0,0,2,3,1,0,29
686,ENSG00000112280-ENSMUSG00000026147-ENSCAFG00000002589,78,0,0,0,0,0,0,234
687,ENSG00000104635-ENSMUSG00000022094-ENSCAFG00000009425,16,0,0,2,2,0,0,54
688,ENSG00000106665-ENSMUSG00000063146-ENSCAFG00000011916,28,0,0,4,0,0,0,92
689,ENSG00000145675-ENSMUSG00000041417-ENSCAFG00000007626,35,0,0,0,0,0,0,105
690,ENSG00000125885-ENSMUSG00000027353-ENSCAFG00000005951,36,0,1,0,2,0,1,113
691,ENSG00000171843-ENSMUSG00000028496-ENSCAFG00000001635,25,0,0,0,0,0,0,75
692,ENSG00000015171-ENSMUSG00000021156-ENSCAFG00000005669,29,0,0,0,3,1,0,91
693,ENSG00000137074-ENSMUSG00000028411-ENSCAFG00000001812,13,0,2,0,5,4,0,52
694,ENSG00000196141-ENSMUSG00000038305-ENSCAFG00000011015,23,0,0,0,5,4,0,78
695,ENSG00000169727-ENSMUSG00000025156-ENSCAFG00000005938,0,24,0,0,31,8,0,87
696,ENSG00000198915-ENSMUSG00000030134-ENSCAFG00000007068,27,0,0,0,0,0,1,82
697,ENSG00000143622-ENSMUSG00000028057-ENSCAFG00000016911,11,0,0,0,3,0,0,36
698,ENSG00000021300-ENSMUSG00000030701-ENSCAFG00000005594,18,0,0,0,0,0,0,54
699,ENSG00000213047-ENSMUSG00000056268-ENSCAFG00000011353,28,0,0,19,3,1,0,126
700,ENSG00000180113-ENSMUSG00000040140-ENSCAFG00000002036,0,0,0,0,8,11,8,27
701,ENSG00000129691-ENSMUSG00000031575-ENSCAFG00000006146,34,0,0,0,0,0,1,103
702,ENSG00000145888-ENSMUSG00000000263-ENSCAFG00000017827,17,0,0,2,0,0,1,56
703,ENSG00000004866-ENSMUSG00000029534-ENSCAFG00000003410,37,0,2,0,0,0,0,115
704,ENSG00000110497-ENSMUSG00000040506-ENSCAFG00000009193,36,0,0,0,0,0,0,108
705,ENSG00000155792-ENSMUSG00000022419-ENSCAFG00000000885,18,0,0,0,0,2,0,56
706,ENSG00000163092-ENSMUSG00000027022-ENSCAFG00000011682,14,0,0,4,7,0,9,66
707,ENSG00000091527-ENSMUSG00000032803-ENSCAFG00000006436,10,0,0,6,2,0,0,44
708,ENSG00000185963-ENSMUSG00000037933-ENSCAFG00000002289,17,0,0,0,0,1,0,52
709,ENSG00000143398-ENSMUSG00000028126-ENSCAFG00000012554,30,0,0,1,2,1,0,95
710,ENSG00000050438-ENSMUSG00000023032-ENSCAFG00000007728,0,0,46,0,8,51,0,151
711,ENSG00000087266-ENSMUSG00000054520-ENSCAFG00000014831,26,0,1,2,0,1,1,86
712,ENSG00000067606-ENSMUSG00000029053-ENSCAFG00000019381,37,0,0,0,2,0,0,113
713,ENSG00000035928-ENSMUSG00000029191-ENSCAFG00000016068,0,0,51,0,0,52,1,155
714,ENSG00000102804-ENSMUSG00000022010-ENSCAFG00000004584,14,0,2,0,0,2,1,49
715,ENSG00000182621-ENSMUSG00000051177-ENSCAFG00000005856,58,0,0,9,0,0,0,192
716,ENSG00000112561-ENSMUSG00000023990-ENSCAFG00000001599,16,0,0,0,3,1,0,52
717,ENSG00000169129-ENSMUSG00000025083-ENSCAFG00000011348,0,0,0,38,1,5,40,122
718,ENSG00000110171-ENSMUSG00000036989-ENSCAFG00000006444,24,0,0,0,0,2,0,74
719,ENSG00000138777-ENSMUSG00000028013-ENSCAFG00000010887,0,0,0,0,24,25,16,65
720,ENSG00000156958-ENSMUSG00000027207-ENSCAFG00000014895,21,0,0,2,0,0,0,67
721,ENSG00000167074-ENSMUSG00000022389-ENSCAFG00000001095,7,0,1,2,0,1,6,34
722,ENSG00000132780-ENSMUSG00000028693-ENSCAFG00000004517,30,0,0,0,0,0,4,94
723,ENSG00000168528-ENSMUSG00000023232-ENSCAFG00000011063,17,0,0,9,2,0,1,72
724,ENSG00000051128-ENSMUSG00000003573-ENSCAFG00000014475,20,0,0,0,0,0,0,60
725,ENSG00000165185-ENSMUSG00000045071-ENSCAFG00000003043,8,0,1,0,0,0,0,26
726,ENSG00000133135-ENSMUSG00000031438-ENSCAFG00000017931,14,0,0,2,0,0,0,46
727,ENSG00000006468-ENSMUSG00000004151-ENSCAFG00000002342,26,0,0,0,0,0,0,78
728,ENSG00000204138-ENSMUSG00000066043-ENSCAFG00000011801,28,0,0,0,0,0,0,84
729,ENSG00000165406-ENSMUSG00000025702-ENSCAFG00000006879,15,0,0,0,0,0,0,45
730,ENSG00000127152-ENSMUSG00000048251-ENSCAFG00000017809,8,0,0,0,0,0,3,27
731,ENSG00000166484-ENSMUSG00000001034-ENSCAFG00000018202,0,0,0,13,0,4,14,44
732,ENSG00000170909-ENSMUSG00000054594-ENSCAFG00000024209,9,0,0,0,4,2,5,38
733,ENSG00000087152-ENSMUSG00000059995-ENSCAFG00000014269,26,0,0,0,0,0,0,78
734,ENSG00000059915-ENSMUSG00000037126-ENSCAFG00000010170,33,0,0,0,0,1,0,100
735,ENSG00000167632-ENSMUSG00000047921-ENSCAFG00000001181,44,2,0,0,3,4,0,143
736,ENSG00000166313-ENSMUSG00000037032-ENSCAFG00000006420,0,0,0,30,3,1,28,92
737,ENSG00000114993-ENSMUSG00000034930-ENSCAFG00000008519,27,0,0,0,0,0,0,81
738,ENSG00000101199-ENSMUSG00000027575-ENSCAFG00000012815,29,0,0,0,3,0,0,90
739,ENSG00000204231-ENSMUSG00000039656-ENSCAFG00000000912,22,0,0,0,0,0,0,66
740,ENSG00000164830-ENSMUSG00000022307-ENSCAFG00000000680,39,0,0,0,0,0,0,117
741,ENSG00000141867-ENSMUSG00000024002-ENSCAFG00000016085,22,0,0,18,2,1,21,126
742,ENSG00000101974-ENSMUSG00000062949-ENSCAFG00000019020,60,0,0,2,0,0,0,184
743,ENSG00000146416-ENSMUSG00000019806-ENSCAFG00000000303,14,0,0,0,2,2,3,49
744,ENSG00000080845-ENSMUSG00000061689-ENSCAFG00000008491,27,0,0,0,0,0,0,81
745,ENSG00000111785-ENSMUSG00000035620-ENSCAFG00000001805,21,0,2,1,0,0,1,70
746,ENSG00000109103-ENSMUSG00000002058-ENSCAFG00000018713,11,1,0,0,1,2,0,38
747,ENSG00000068028-ENSMUSG00000010067-ENSCAFG00000010627,15,0,0,1,0,0,0,47
748,ENSG00000156642-ENSMUSG00000032336-ENSCAFG00000017808,14,0,0,4,0,0,0,50
749,ENSG00000101811-ENSMUSG00000031256-ENSCAFG00000017551,25,1,0,4,0,0,1,86
750,ENSG00000137486-ENSMUSG00000018909-ENSCAFG00000005415,30,0,0,4,0,0,0,98
751,ENSG00000145687-ENSMUSG00000003992-ENSCAFG00000008677,35,0,0,0,0,0,0,105
752,ENSG00000108370-ENSMUSG00000020599-ENSCAFG00000011148,38,1,0,0,2,0,3,121
753,ENSG00000117859-ENSMUSG00000028559-ENSCAFG00000003849,53,0,0,0,0,0,0,159
754,ENSG00000134644-ENSMUSG00000028580-ENSCAFG00000011205,45,0,0,0,0,0,0,135
755,ENSG00000149182-ENSMUSG00000027255-ENSCAFG00000008903,34,0,0,0,0,0,0,102
756,ENSG00000075711-ENSMUSG00000022770-ENSCAFG00000013275,57,0,0,0,0,0,0,171
757,ENSG00000153064-ENSMUSG00000037922-ENSCAFG00000010676,31,0,1,1,0,0,1,98
758,ENSG00000100567-ENSMUSG00000060073-ENSCAFG00000015287,24,0,0,0,0,0,1,73
759,ENSG00000143171-ENSMUSG00000015843-ENSCAFG00000013336,21,0,0,0,0,0,0,63
760,ENSG00000107263-ENSMUSG00000039844-ENSCAFG00000019902,54,0,0,3,2,0,0,170
761,ENSG00000197024-ENSMUSG00000062519-ENSCAFG00000004429,13,1,0,0,0,0,1,42
762,ENSG00000180902-ENSMUSG00000073609-ENSCAFG00000013152,14,0,0,4,1,4,3,58
763,ENSG00000102225-ENSMUSG00000031065-ENSCAFG00000015003,33,0,0,0,2,1,0,102
764,ENSG00000180957-ENSMUSG00000050017-ENSCAFG00000011830,24,0,1,0,2,0,0,76
765,ENSG00000148057-ENSMUSG00000050002-ENSCAFG00000029948,9,0,0,0,2,2,1,32
766,ENSG00000247077-ENSMUSG00000029500-ENSCAFG00000006123,13,0,0,0,2,0,3,44
767,ENSG00000164713-ENSMUSG00000047843-ENSCAFG00000015362,6,0,0,0,2,2,0,22
768,ENSG00000122958-ENSMUSG00000020078-ENSCAFG00000013827,0,0,0,18,1,2,18,57
769,ENSG00000135636-ENSMUSG00000033788-ENSCAFG00000009033,116,0,0,0,0,0,0,348
770,ENSG00000111252-ENSMUSG00000042594-ENSCAFG00000008601,13,0,1,0,2,2,0,45
771,ENSG00000041988-ENSMUSG00000039759-ENSCAFG00000019625,0,0,0,8,6,0,10,32
772,ENSG00000136238-ENSMUSG00000001847-ENSCAFG00000015716,13,0,0,1,0,0,2,43
773,ENSG00000173805-ENSMUSG00000006930-ENSCAFG00000015920,0,22,0,0,23,3,5,75
774,ENSG00000106070-ENSMUSG00000020176-ENSCAFG00000003422,0,0,0,27,6,3,24,87
775,ENSG00000130755-ENSMUSG00000060791-ENSCAFG00000028607,0,0,0,17,0,0,8,42
776,ENSG00000149091-ENSMUSG00000040479-ENSCAFG00000009248,0,0,0,67,4,0,69,207
777,ENSG00000114770-ENSMUSG00000022822-ENSCAFG00000012085,60,0,0,0,0,0,3,183
778,ENSG00000170473-ENSMUSG00000064030-ENSCAFG00000000076,6,0,0,2,0,0,0,22
779,ENSG00000115306-ENSMUSG00000020315-ENSCAFG00000002744,73,0,0,0,0,0,0,219
780,ENSG00000160360-ENSMUSG00000026930-ENSCAFG00000019694,27,0,0,5,1,0,0,92
781,ENSG00000097007-ENSMUSG00000026842-ENSCAFG00000019938,24,0,0,0,0,0,1,73
782,ENSG00000135111-ENSMUSG00000018604-ENSCAFG00000009216,0,0,0,16,0,0,20,52
783,ENSG00000165626-ENSMUSG00000048186-ENSCAFG00000004736,0,0,0,19,6,0,16,60
784,ENSG00000079308-ENSMUSG00000055322-ENSCAFG00000014575,0,0,56,0,1,70,3,186
785,ENSG00000166317-ENSMUSG00000039376-ENSCAFG00000014847,4,0,0,7,0,0,0,26
786,ENSG00000115020-ENSMUSG00000025949-ENSCAFG00000013684,84,0,1,0,0,0,0,254
787,ENSG00000093144-ENSMUSG00000019883-ENSCAFG00000001069,12,0,0,0,3,3,0,42
788,ENSG00000148700-ENSMUSG00000025026-ENSCAFG00000010696,28,0,0,0,0,0,0,84
789,ENSG00000163785-ENSMUSG00000032547-ENSCAFG00000006715,0,0,0,31,0,0,30,92
790,ENSG00000132639-ENSMUSG00000027273-ENSCAFG00000005662,16,0,0,0,0,0,1,49
791,ENSG00000115310-ENSMUSG00000020458-ENSCAFG00000002771,16,0,0,5,0,2,10,70
792,ENSG00000071626-ENSMUSG00000069565-ENSCAFG00000019528,26,0,0,0,2,0,0,80
793,ENSG00000255529-ENSMUSG00000032199-ENSCAFG00000031678,8,0,0,0,1,1,0,26
794,ENSG00000110075-ENSMUSG00000024908-ENSCAFG00000010819,48,0,0,0,2,0,0,146
795,ENSG00000159784-ENSMUSG00000029861-ENSCAFG00000003616,12,0,0,3,0,0,4,46
796,ENSG00000135549-ENSMUSG00000019876-ENSCAFG00000029950,7,0,0,0,2,0,0,23
797,ENSG00000110076-ENSMUSG00000033768-ENSCAFG00000014338,48,0,0,0,0,0,0,144
798,ENSG00000135506-ENSMUSG00000040462-ENSCAFG00000000259,32,0,1,0,0,0,3,101
799,ENSG00000244687-ENSMUSG00000078923-ENSCAFG00000032244,9,0,0,0,3,2,0,32
800,ENSG00000137710-ENSMUSG00000032050-ENSCAFG00000014273,26,0,7,0,0,2,0,94
801,ENSG00000138660-ENSMUSG00000074238-ENSCAFG00000011643,20,0,0,0,0,0,0,60
802,ENSG00000093167-ENSMUSG00000032497-ENSCAFG00000004793,54,0,3,0,0,0,6,174
803,ENSG00000196091-ENSMUSG00000020061-ENSCAFG00000007134,67,1,0,0,1,0,3,207
804,ENSG00000103051-ENSMUSG00000031753-ENSCAFG00000020149,38,0,1,0,0,1,0,117
805,ENSG00000205268-ENSMUSG00000069094-ENSCAFG00000007279,26,0,0,2,0,0,0,82
806,ENSG00000148297-ENSMUSG00000015776-ENSCAFG00000019760,9,0,1,0,0,0,0,29
807,ENSG00000126895-ENSMUSG00000031390-ENSCAFG00000019402,6,0,0,1,0,4,0,24
808,ENSG00000184489-ENSMUSG00000059895-ENSCAFG00000001237,8,0,0,2,0,2,0,30
809,ENSG00000273749-ENSMUSG00000030447-ENSCAFG00000009720,0,0,0,62,1,0,64,189
810,ENSG00000163156-ENSMUSG00000092607-ENSCAFG00000012499,12,0,3,0,0,2,0,44
811,ENSG00000029363-ENSMUSG00000037608-ENSCAFG00000000245,24,0,0,0,0,0,0,72
812,ENSG00000111452-ENSMUSG00000044017-ENSCAFG00000006655,0,0,0,0,52,52,50,154
813,ENSG00000067191-ENSMUSG00000020882-ENSCAFG00000016510,24,0,0,9,0,0,0,90
814,ENSG00000174015-ENSMUSG00000034913-ENSCAFG00000004519,6,0,0,2,0,1,0,23
815,ENSG00000178177-ENSMUSG00000015882-ENSCAFG00000016672,10,0,0,7,0,0,0,44
816,ENSG00000150722-ENSMUSG00000034683-ENSCAFG00000014240,11,0,0,0,0,2,6,41
