ERROR: position ortholog index to check. ENSCAFG00000017566 ENSMUSG00000030779 [*:7:21511232:9 [*:9:122970962
ERROR: position ortholog index to check. ENSMUSG00000015536 ENSCAFG00000018415 [*:33:114820849:7 [-:7:62157592
ERROR: position ortholog index to check. ENSMUSG00000015536 ENSCAFG00000018415 ]*:67:114828357:39 ]-:39:62164103
ERROR: position ortholog index to check. ENSG00000184226 ENSMUSG00000055421 ]*:32:66304655:34 ]-:34:93015512
ERROR: position ortholog index to check. ENSCAFG00000004944 ENSMUSG00000055421 [*:1:22210908:13 [-:13:93888732
ERROR: position ortholog index to check. ENSG00000159921 ENSMUSG00000028479 ]*:65:36217365:58 ]-:58:44037118
ERROR: position ortholog index to check. ENSMUSG00000028479 ENSCAFG00000002304 ]*:58:44037118:53 ]-:53:52690438
ERROR: position ortholog index to check. ENSMUSG00000028479 ENSCAFG00000002304 ]*:58:44037118:53 ]-:53:52690438
ERROR: position ortholog index to check. ENSCAFG00000002304 ENSMUSG00000028479 ]*:53:52690438:58 ]-:58:44037118
ERROR: position ortholog index to check. ENSG00000089820 ENSMUSG00000031389 [*:5:153926202:5 [-:5:73911229
ERROR: position ortholog index to check. ENSMUSG00000031389 ENSG00000089820 [*:5:73911229:5 [-:5:153926202
ERROR: position ortholog index to check. ENSMUSG00000031389 ENSG00000089820 ]*:93:73894736:97 ]-:97:153907729
ERROR: position ortholog index to check. ENSCAFG00000019408 ENSG00000089820 [*:1:121772153:5 [-:5:153926202
ERROR: position ortholog index to check. ENSCAFG00000019408 ENSG00000089820 ]*:87:121755221:95 ]-:95:153907729
ERROR: position ortholog index to check. ENSCAFG00000019408 ENSMUSG00000031389 [*:1:121772153:5 [-:5:73911229
ERROR: position ortholog index to check. ENSMUSG00000026678 ENSG00000143248 [*:4:169655578:13 [-:13:163202835
ERROR: position ortholog index to check. ENSMUSG00000026678 ENSG00000143248 ]*:33:169692340:39 ]-:39:163147342
ERROR: position ortholog index to check. ENSCAFG00000013250 ENSG00000143248 [*:2:19683567:13 [-:13:163202835
ERROR: position ortholog index to check. ENSCAFG00000013250 ENSG00000143248 ]*:25:19725518:35 ]-:35:163147342
ERROR: position ortholog index to check. ENSG00000180881 ENSCAFG00000000481 ]*:86:75278890:79 ]*:79:15844119
ERROR: position ortholog index to check. ENSG00000100162 ENSMUSG00000068101 [*:16:41946451:9 [-:9:82244167
ERROR: position ortholog index to check. ENSG00000100162 ENSMUSG00000068101 ]*:48:41939056:33 ]-:33:82234369
ERROR: position ortholog index to check. ENSG00000100162 ENSCAFG00000001003 [*:16:41946451:9 [-:9:23413892
ERROR: position ortholog index to check. ENSG00000100162 ENSCAFG00000001003 ]*:48:41939056:37 ]-:37:23424981
ERROR: position ortholog index to check. ENSMUSG00000037697 ENSG00000100523 [*:7:45658011:5 [-:5:53153098
ERROR: position ortholog index to check. ENSMUSG00000037697 ENSG00000100523 ]*:67:45595483:65 ]-:65:53046768
ERROR: position ortholog index to check. ENSMUSG00000037697 ENSCAFG00000014871 [*:7:45658011:3 [-:3:29341750
ERROR: position ortholog index to check. ENSMUSG00000037697 ENSCAFG00000014871 ]*:67:45595483:63 ]-:63:29233323
ERROR: position ortholog index to check. ENSMUSG00000037697 ENSCAFG00000014871 ]*:67:45595483:63 ]-:63:29233323
ERROR: position ortholog index to check. ENSG00000169550 ENSCAFG00000010162 ]*:33:26561065:24 ]-:24:47351529
ERROR: position ortholog index to check. ENSG00000169550 ENSCAFG00000010162 ]*:33:26561065:24 ]-:24:47351529
ERROR: position ortholog index to check. ENSMUSG00000050808 ENSCAFG00000010162 ]*:30:110737507:24 ]-:24:47351529
ERROR: position ortholog index to check. ENSMUSG00000050808 ENSCAFG00000010162 ]*:30:110737507:24 ]-:24:47351529
ERROR: position ortholog index to check. ENSCAFG00000011430 ENSG00000145087 ]*:113:24697153:117 ]-:117:121419097
ERROR: position ortholog index to check. ENSCAFG00000011430 ENSMUSG00000022829 ]*:113:24697153:118 ]-:118:37115656
ERROR: position ortholog index to check. ENSG00000149600 ENSMUSG00000056941 ]*:42:32703382:47 ]-:47:153619436
ERROR: position ortholog index to check. ENSCAFG00000030371 ENSMUSG00000056941 ]*:41:22036245:47 ]-:47:153619436
ERROR: position ortholog index to check. ENSMUSG00000024921 ENSG00000080503 ]*:176:26777370:185 ]*:185:2192739
ERROR: position ortholog index to check. ENSCAFG00000002013 ENSG00000080503 ]*:157:90883372:181 ]-:181:2192739
ERROR: position ortholog index to check. ENSCAFG00000002013 ENSMUSG00000024921 ]*:163:90883372:176 ]-:176:26777370
ERROR: position ortholog index to check. ENSG00000111880 ENSMUSG00000028274 [*:3:88963409:5 [-:5:33310461
ERROR: position ortholog index to check. ENSCAFG00000003089 ENSG00000111880 ]*:69:47947092:70 ]-:70:88612719
ERROR: position ortholog index to check. ENSCAFG00000003089 ENSMUSG00000028274 [*:1:48275289:5 [-:5:33310461
ERROR: position ortholog index to check. ENSCAFG00000003089 ENSMUSG00000028274 ]*:71:47947092:74 ]-:74:33500401
ERROR: position ortholog index to check. ENSG00000146054 ENSCAFG00000028630 [*:4:181205110:1 [-:1:402005
ERROR: position ortholog index to check. ENSG00000146054 ENSCAFG00000028630 [*:4:181205110:1 [-:1:402005
ERROR: position ortholog index to check. ENSG00000146054 ENSCAFG00000028630 [*:30:181200075:16 [-:16:399298
ERROR: position ortholog index to check. ENSMUSG00000040350 ENSCAFG00000028630 [*:6:48837527:1 [-:1:402005
ERROR: position ortholog index to check. ENSMUSG00000040350 ENSCAFG00000028630 [*:6:48837527:1 [-:1:402005
ERROR: position ortholog index to check. ENSMUSG00000041488 ENSG00000166900 [*:6:11818721:5 [-:5:59755606
ERROR: position ortholog index to check. ENSG00000137713 ENSMUSG00000032058 [*:8:111766361:5 [*:5:50856985
ERROR: position ortholog index to check. ENSG00000137713 ENSMUSG00000032058 [*:8:111766361:5 [-:5:50856985
ERROR: position ortholog index to check. ENSG00000137713 ENSMUSG00000032058 ]*:88:111726965:82 ]*:82:50892748
ERROR: position ortholog index to check. ENSG00000104529 ENSMUSG00000055762 [*:45:143586845:30 [-:30:75901248
ERROR: position ortholog index to check. ENSG00000104529 ENSMUSG00000055762 ]*:73:143579792:62 ]-:62:75895553
ERROR: position ortholog index to check. ENSCAFG00000001317 ENSMUSG00000055762 [*:10:37244973:30 [-:30:75901248
ERROR: position ortholog index to check. ENSCAFG00000001317 ENSMUSG00000055762 ]*:38:37240463:62 ]-:62:75895553
ERROR: position ortholog index to check. ENSMUSG00000035901 ENSG00000184014 [*:4:109960182:5 [*:5:9265069
ERROR: position ortholog index to check. ENSMUSG00000035901 ENSCAFG00000007156 [*:4:109960182:3 [*:3:32573342
ERROR: position ortholog index to check. ENSMUSG00000035901 ENSCAFG00000007156 >*:8:109935554:10 >*:10:32531857
ERROR: position ortholog index to check. ENSMUSG00000035901 ENSCAFG00000007156 >*:8:109935554:10 >*:10:32531857
ERROR: position ortholog index to check. ENSMUSG00000054594 ENSG00000170909 [*:4:3616077:15 [-:15:54100792
ERROR: position ortholog index to check. ENSCAFG00000024209 ENSG00000170909 [*:1:103101819:15 [-:15:54100792
ERROR: position ortholog index to check. ENSMUSG00000020599 ENSG00000108370 [*:4:109297994:5 [-:5:65137541
ERROR: position ortholog index to check. ENSCAFG00000011148 ENSG00000108370 [*:6:14878650:5 [-:5:65137541
ERROR: position ortholog index to check. ENSMUSG00000020599 ENSCAFG00000011148 ]*:84:109225626:85 ]-:85:14810240
ERROR: position ortholog index to check. ENSG00000143322 ENSMUSG00000026596 [*:5:179229397:3 [-:3:156559049
ERROR: position ortholog index to check. ENSG00000143322 ENSMUSG00000026596 ]*:72:179107718:60 ]-:60:156642716
ERROR: position ortholog index to check. ENSMUSG00000026596 ENSG00000143322 [*:3:156559049:5 [-:5:179229397
ERROR: position ortholog index to check. ENSG00000143322 ENSCAFG00000013920 ]*:70:179107718:61 ]-:61:20727410
ERROR: position ortholog index to check. ENSG00000143322 ENSCAFG00000013920 ]*:70:179107718:61 ]-:61:20727410
ERROR: position ortholog index to check. ENSCAFG00000013920 ENSG00000143322 ]*:61:20727410:70 ]-:70:179107718
ERROR: position ortholog index to check. ENSMUSG00000026596 ENSCAFG00000013920 ]*:60:156642716:59 ]-:59:20727410
ERROR: position ortholog index to check. ENSMUSG00000026596 ENSCAFG00000013920 ]*:60:156642716:59 ]-:59:20727410
ERROR: position ortholog index to check. ENSCAFG00000013920 ENSMUSG00000026596 ]*:59:20727410:60 ]-:60:156642716
ERROR: position ortholog index to check. ENSMUSG00000026017 ENSG00000138380 [*:20:60108126:27 [*:27:202941903
ERROR: position ortholog index to check. ENSMUSG00000026017 ENSG00000138380 [*:20:60108126:27 [*:27:202941903
ERROR: position ortholog index to check. ENSMUSG00000026017 ENSG00000138380 [*:20:60108126:27 [*:27:202941903
ERROR: position ortholog index to check. ENSMUSG00000026017 ENSG00000138380 [*:20:60108126:27 [*:27:202941903
ERROR: position ortholog index to check. ENSMUSG00000026017 ENSG00000138380 ]*:78:60150687:85 ]*:85:202983624
ERROR: position ortholog index to check. ENSMUSG00000026017 ENSG00000138380 ]*:78:60150687:85 ]*:85:202983624
ERROR: position ortholog index to check. ENSMUSG00000026017 ENSG00000138380 ]*:78:60150687:85 ]*:85:202983624
ERROR: position ortholog index to check. ENSMUSG00000026017 ENSG00000138380 ]*:78:60150687:85 ]*:85:202983624
ERROR: position ortholog index to check. ENSCAFG00000012545 ENSG00000138380 [*:11:11806883:27 [*:27:202941903
ERROR: position ortholog index to check. ENSCAFG00000012545 ENSG00000138380 [*:11:11806883:27 [*:27:202941903
ERROR: position ortholog index to check. ENSCAFG00000012545 ENSG00000138380 ]*:69:11846542:85 ]*:85:202983624
ERROR: position ortholog index to check. ENSCAFG00000012545 ENSG00000138380 ]*:69:11846542:85 ]*:85:202983624
ERROR: position ortholog index to check. ENSMUSG00000016382 ENSG00000102024 ]*:81:75786767:83 ]-:83:115649561
ERROR: position ortholog index to check. ENSCAFG00000018250 ENSG00000102024 ]*:75:88398567:83 ]*:83:115649561
ERROR: position ortholog index to check. ENSMUSG00000022952 ENSG00000159216 [*:6:92825646:9 [-:9:35048899
ERROR: position ortholog index to check. ENSMUSG00000022952 ENSG00000159216 [*:18:92695753:20 [-:20:34887112
ERROR: position ortholog index to check. ENSMUSG00000022952 ENSG00000159216 ]*:42:92605655:50 ]-:50:34792135
ERROR: position ortholog index to check. ENSCAFG00000009596 ENSG00000159216 [*:21:30260719:24 [-:24:34887112
ERROR: position ortholog index to check. ENSMUSG00000022952 ENSCAFG00000009596 [*:6:92825646:9 [-:9:30419913
ERROR: position ortholog index to check. ENSMUSG00000022952 ENSCAFG00000009596 ]*:44:92605655:45 ]-:45:30170967
ERROR: position ortholog index to check. ENSMUSG00000022952 ENSCAFG00000009596 ]*:44:92605655:45 ]-:45:30170967
ERROR: position ortholog index to check. ENSG00000078902 ENSMUSG00000025139 ]*:36:1277039:36 ]-:36:141884367
ERROR: position ortholog index to check. ENSG00000078902 ENSCAFG00000009960 [*:6:1309498:3 [-:3:45578325
ERROR: position ortholog index to check. ENSMUSG00000025139 ENSCAFG00000009960 [*:3:141902308:3 [-:3:45578325
ERROR: position ortholog index to check. ENSCAFG00000009960 ENSMUSG00000025139 ]*:33:45561681:38 ]-:38:141884367
ERROR: position ortholog index to check. ENSMUSG00000026155 ENSG00000112305 ]*:57:23846429:59 ]-:59:70860334
ERROR: position ortholog index to check. ENSCAFG00000002612 ENSG00000112305 ]*:58:33320398:59 ]-:59:70860334
ERROR: position ortholog index to check. ENSG00000163534 ENSCAFG00000016449 [*:6:157820037:3 [-:3:40535878
ERROR: position ortholog index to check. ENSG00000163534 ENSCAFG00000016449 ]*:62:157796099:64 ]-:64:40548193
ERROR: position ortholog index to check. ENSMUSG00000005982 ENSCAFG00000019277 [*:15:3894375:5 [*:5:37768951
ERROR: position ortholog index to check. ENSMUSG00000005982 ENSCAFG00000019277 ]*:37:3901939:28 ]*:28:37761603
ERROR: position ortholog index to check. ENSMUSG00000005982 ENSCAFG00000019277 ]*:37:3901939:28 ]*:28:37761603
ERROR: position ortholog index to check. ENSCAFG00000019020 ENSG00000101974 ]*:139:109700368:137 ]-:137:139731654
ERROR: position ortholog index to check. ENSCAFG00000019020 ENSG00000101974 ]*:145:109697713:144 ]-:144:139728900
ERROR: position ortholog index to check. ENSCAFG00000019020 ENSMUSG00000062949 ]*:139:109700368:133 ]-:133:60229151
ERROR: position ortholog index to check. ENSCAFG00000019020 ENSMUSG00000062949 ]*:145:109697713:140 ]-:140:60225731
ERROR: position ortholog index to check. ENSG00000138430 ENSCAFG00000013178 [*:7:174246815:1 [*:1:18340242
ERROR: position ortholog index to check. ENSG00000138430 ENSCAFG00000013178 [*:7:174246815:1 [*:1:18340242
ERROR: position ortholog index to check. ENSCAFG00000005415 ENSG00000137486 ]*:67:23296854:71 ]-:71:75266163
ERROR: position ortholog index to check. ENSCAFG00000005415 ENSMUSG00000018909 ]*:67:23296854:73 ]-:73:99601209
ERROR: position ortholog index to check. ENSG00000187097 ENSCAFG00000025238 [*:22:73988102:10 [*:10:47217798
ERROR: position ortholog index to check. ENSMUSG00000021236 ENSCAFG00000025238 [*:28:84396892:10 [-:10:47217798
ERROR: position ortholog index to check. ENSMUSG00000040712 ENSG00000108509 ]*:109:70670199:110 ]-:110:4968756
ERROR: position ortholog index to check. ENSCAFG00000015674 ENSG00000108509 [*:3:31643676:13 [-:13:4986958
ERROR: position ortholog index to check. ENSCAFG00000015674 ENSG00000108509 ]*:105:31656996:114 ]-:114:4968756
ERROR: position ortholog index to check. ENSMUSG00000040712 ENSCAFG00000015674 ]*:111:70670199:103 ]-:103:31656996
ERROR: position ortholog index to check. ENSMUSG00000040712 ENSCAFG00000015674 ]*:111:70670199:103 ]-:103:31656996
ERROR: position ortholog index to check. ENSCAFG00000015674 ENSMUSG00000040712 ]*:103:31656996:111 ]-:111:70670199
ERROR: position ortholog index to check. ENSMUSG00000032280 ENSG00000140332 [*:7:61373438:9 [-:9:70096798
ERROR: position ortholog index to check. ENSMUSG00000032280 ENSG00000140332 ]*:103:61416716:110 ]-:110:70050097
ERROR: position ortholog index to check. ENSCAFG00000017589 ENSG00000140332 ]*:92:33851596:114 ]-:114:70050097
ERROR: position ortholog index to check. ENSCAFG00000017589 ENSMUSG00000032280 ]*:86:33851596:103 ]-:103:61416716
ERROR: position ortholog index to check. ENSG00000115827 ENSMUSG00000041966 [*:3:171434578:9 [*:9:71055994
ERROR: position ortholog index to check. ENSG00000115827 ENSCAFG00000012660 [*:3:171434578:3 [-:3:15906053
ERROR: position ortholog index to check. ENSCAFG00000012660 ENSG00000115827 [*:3:15906053:3 [-:3:171434578
ERROR: position ortholog index to check. ENSMUSG00000041966 ENSCAFG00000012660 [*:9:71055994:3 [-:3:15906053
ERROR: position ortholog index to check. ENSCAFG00000012660 ENSMUSG00000041966 [*:3:15906053:9 [-:9:71055994
ERROR: position ortholog index to check. ENSG00000121897 ENSMUSG00000029199 [*:6:39459118:5 [-:5:65391629
ERROR: position ortholog index to check. ENSG00000121897 ENSCAFG00000015991 [*:6:39459118:1 [-:1:72989386
ERROR: position ortholog index to check. ENSG00000121897 ENSCAFG00000015991 [*:6:39459118:1 [-:1:72989386
ERROR: position ortholog index to check. ENSCAFG00000014355 ENSG00000061676 ]*:126:25966060:133 ]-:133:182925702
ERROR: position ortholog index to check. ENSCAFG00000014355 ENSMUSG00000027002 ]*:126:25966060:133 ]-:133:80501295
ERROR: position ortholog index to check. ENSG00000114770 ENSCAFG00000012085 [*:8:184014392:7 [-:7:16942871
ERROR: position ortholog index to check. ENSMUSG00000022822 ENSCAFG00000012085 [*:10:20422433:7 [-:7:16942871
ERROR: position ortholog index to check. ENSCAFG00000020210 ENSG00000102984 ]*:44:77629522:47 ]-:47:71860018
ERROR: position ortholog index to check. ENSCAFG00000020210 ENSMUSG00000031728 ]*:48:77629522:52 ]-:52:109724618
ERROR: position ortholog index to check. ENSG00000075142 ENSCAFG00000001855 [*:14:88220026:7 [-:7:14274281
ERROR: position ortholog index to check. ENSG00000075142 ENSCAFG00000001855 ]*:54:88206478:46 ]-:46:14260113
ERROR: position ortholog index to check. ENSG00000075142 ENSCAFG00000001855 ]*:54:88206478:46 ]-:46:14260113
ERROR: position ortholog index to check. ENSMUSG00000003161 ENSCAFG00000001855 [*:9:8056589:7 [-:7:14274281
ERROR: position ortholog index to check. ENSMUSG00000003161 ENSCAFG00000001855 ]*:46:8067559:46 ]-:46:14260113
ERROR: position ortholog index to check. ENSMUSG00000003161 ENSCAFG00000001855 ]*:46:8067559:46 ]-:46:14260113
ERROR: position ortholog index to check. ENSMUSG00000031111 ENSG00000147255 ]*:108:49782817:140 ]-:140:131273796
ERROR: position ortholog index to check. ENSMUSG00000031111 ENSCAFG00000018799 ]*:102:49782817:89 ]-:89:102360269
ERROR: position ortholog index to check. ENSG00000026751 ENSMUSG00000038179 [*:8:160739302:11 [-:11:171648927
ERROR: position ortholog index to check. ENSG00000026751 ENSMUSG00000038179 ]*:36:160753164:39 ]-:39:171634938
ERROR: position ortholog index to check. ENSG00000026751 ENSMUSG00000038179 ]*:38:160753177:42 ]-:42:171634925
ERROR: position ortholog index to check. ENSMUSG00000038179 ENSCAFG00000012598 [*:11:171648927:3 [-:3:21596340
ERROR: position ortholog index to check. ENSMUSG00000038179 ENSCAFG00000012598 ]*:39:171634938:36 ]-:36:21581531
ERROR: position ortholog index to check. ENSCAFG00000012598 ENSMUSG00000038179 [*:3:21596340:11 [-:11:171648927
ERROR: position ortholog index to check. ENSCAFG00000012598 ENSMUSG00000038179 ]*:36:21581531:39 ]-:39:171634938
ERROR: position ortholog index to check. ENSMUSG00000002679 ENSG00000133997 ]*:44:81573830:45 ]-:45:70584813
ERROR: position ortholog index to check. ENSCAFG00000016675 ENSG00000133997 ]*:43:44301730:45 ]*:45:70584813
ERROR: position ortholog index to check. ENSMUSG00000002679 ENSCAFG00000016675 [*:4:81594961:3 [-:3:44323456
ERROR: position ortholog index to check. ENSMUSG00000002679 ENSCAFG00000016675 ]*:38:81573909:36 ]-:36:44301809
ERROR: position ortholog index to check. ENSMUSG00000002679 ENSCAFG00000016675 ]*:40:81573830:39 ]-:39:44301730
ERROR: position ortholog index to check. ENSMUSG00000002679 ENSCAFG00000016675 ]*:40:81573830:39 ]-:39:44301730
ERROR: position ortholog index to check. ENSG00000148735 ENSMUSG00000035818 [*:6:113755278:7 [-:7:56464570
ERROR: position ortholog index to check. ENSG00000148735 ENSMUSG00000035818 ]*:78:113780781:71 ]-:71:56485848
ERROR: position ortholog index to check. ENSG00000148735 ENSCAFG00000011169 [*:6:113755278:7 [-:7:24645816
ERROR: position ortholog index to check. ENSG00000134253 ENSMUSG00000033233 [*:4:117121201:5 [-:5:100922912
ERROR: position ortholog index to check. ENSG00000134253 ENSCAFG00000009851 ]*:34:117112305:32 ]-:32:54499007
ERROR: position ortholog index to check. ENSMUSG00000033233 ENSCAFG00000009851 ]*:33:100931579:30 ]-:30:54499007
ERROR: position ortholog index to check. ENSCAFG00000009851 ENSMUSG00000033233 [*:8:54506839:7 [-:7:100922912
ERROR: position ortholog index to check. ENSG00000118785 ENSMUSG00000029304 [*:10:87976896:13 [-:13:104436389
ERROR: position ortholog index to check. ENSG00000118785 ENSMUSG00000029304 ]*:32:87982896:39 ]-:39:104440618
ERROR: position ortholog index to check. ENSG00000118785 ENSCAFG00000009569 [*:10:87976896:7 [-:7:11355341
ERROR: position ortholog index to check. ENSG00000118785 ENSCAFG00000009569 ]*:36:87982896:33 ]-:33:11361895
ERROR: position ortholog index to check. ENSMUSG00000029304 ENSCAFG00000009569 [*:13:104436389:7 [-:7:11355341
ERROR: position ortholog index to check. ENSMUSG00000029304 ENSCAFG00000009569 ]*:43:104440618:35 ]-:35:11361895
ERROR: position ortholog index to check. ENSCAFG00000009569 ENSMUSG00000029304 [*:7:11355341:13 [-:13:104436389
ERROR: position ortholog index to check. ENSCAFG00000009569 ENSMUSG00000029304 ]*:35:11361895:43 ]-:43:104440618
ERROR: position ortholog index to check. ENSCAFG00000006013 ENSMUSG00000064293 ]*:100:14356710:121 ]-:121:106697621
ERROR: position ortholog index to check. ENSMUSG00000056131 ENSG00000013375 [*:8:86570405:19 [-:19:83191012
ERROR: position ortholog index to check. ENSMUSG00000056131 ENSG00000013375 ]*:64:86555314:73 ]-:73:83169234
ERROR: position ortholog index to check. ENSCAFG00000002929 ENSG00000013375 [*:18:43609914:23 [-:23:83191012
ERROR: position ortholog index to check. ENSCAFG00000002929 ENSG00000013375 ]*:72:43586236:77 ]-:77:83169234
ERROR: position ortholog index to check. ENSMUSG00000056131 ENSCAFG00000002929 [*:8:86570405:16 [-:16:43609914
ERROR: position ortholog index to check. ENSCAFG00000032711 ENSG00000134046 ]*:24:21281226:35 ]-:35:54159777
ERROR: position ortholog index to check. ENSCAFG00000032711 ENSMUSG00000024513 ]*:24:21281226:35 ]-:35:70622709
ERROR: position ortholog index to check. ENSG00000128487 ENSMUSG00000042331 [*:12:20096652:8 [-:8:62029276
ERROR: position ortholog index to check. ENSG00000128487 ENSMUSG00000042331 [*:26:20156197:19 [-:19:62077197
ERROR: position ortholog index to check. ENSG00000128487 ENSMUSG00000042331 ]*:54:20236881:46 ]-:46:62138071
ERROR: position ortholog index to check. ENSG00000128487 ENSMUSG00000042331 ]*:92:20314065:81 ]-:81:62219374
ERROR: position ortholog index to check. ENSCAFG00000018081 ENSMUSG00000042331 [*:7:40137603:10 [*:10:62029276
ERROR: position ortholog index to check. ENSCAFG00000018081 ENSMUSG00000042331 [*:7:40137603:10 [*:10:62029276
ERROR: position ortholog index to check. ENSCAFG00000018081 ENSMUSG00000042331 [*:16:40091804:21 [*:21:62077197
ERROR: position ortholog index to check. ENSCAFG00000018081 ENSMUSG00000042331 [*:16:40091804:21 [*:21:62077197
ERROR: position ortholog index to check. ENSCAFG00000018081 ENSMUSG00000042331 [*:16:40091804:21 [*:21:62077197
ERROR: position ortholog index to check. ENSCAFG00000018081 ENSMUSG00000042331 ]*:47:40024159:52 ]*:52:62138071
ERROR: position ortholog index to check. ENSCAFG00000018081 ENSMUSG00000042331 ]*:47:40024159:52 ]*:52:62138071
ERROR: position ortholog index to check. ENSCAFG00000018081 ENSMUSG00000042331 ]*:87:39940221:89 ]*:89:62219374
ERROR: position ortholog index to check. ENSCAFG00000018081 ENSMUSG00000042331 ]*:87:39940221:89 ]*:89:62219374
ERROR: position ortholog index to check. ENSG00000151746 ENSMUSG00000003452 [*:4:32107332:5 [*:5:149409429
ERROR: position ortholog index to check. ENSCAFG00000010619 ENSG00000151746 ]*:39:16489842:45 ]-:45:32367717
ERROR: position ortholog index to check. ENSCAFG00000010619 ENSMUSG00000003452 ]*:39:16489842:46 ]-:46:149550397
ERROR: position ortholog index to check. ENSCAFG00000000196 ENSG00000112319 [*:2:26272514:19 [*:19:133274781
ERROR: position ortholog index to check. ENSCAFG00000000196 ENSG00000112319 [*:2:26272514:19 [*:19:133274781
ERROR: position ortholog index to check. ENSCAFG00000000196 ENSG00000112319 [*:2:26272514:19 [*:19:133274781
ERROR: position ortholog index to check. ENSCAFG00000000196 ENSG00000112319 [*:2:26272514:19 [*:19:133274781
ERROR: position ortholog index to check. ENSCAFG00000000196 ENSG00000112319 [*:2:26272514:19 [*:19:133274781
ERROR: position ortholog index to check. ENSCAFG00000000196 ENSG00000112319 [*:2:26272514:19 [*:19:133274781
ERROR: position ortholog index to check. ENSCAFG00000000196 ENSG00000112319 ]*:102:26511789:113 ]*:113:133528805
ERROR: position ortholog index to check. ENSCAFG00000000196 ENSG00000112319 ]*:102:26511789:113 ]*:113:133528805
ERROR: position ortholog index to check. ENSCAFG00000000196 ENSG00000112319 ]*:102:26511789:113 ]*:113:133528805
ERROR: position ortholog index to check. ENSCAFG00000000196 ENSG00000112319 ]*:102:26511789:113 ]*:113:133528805
ERROR: position ortholog index to check. ENSCAFG00000000196 ENSG00000112319 ]*:102:26511789:113 ]*:113:133528805
ERROR: position ortholog index to check. ENSCAFG00000000196 ENSG00000112319 ]*:102:26511789:113 ]*:113:133528805
ERROR: position ortholog index to check. ENSCAFG00000000196 ENSMUSG00000010461 [*:2:26272514:9 [*:9:23323080
ERROR: position ortholog index to check. ENSCAFG00000000196 ENSMUSG00000010461 [*:2:26272514:9 [*:9:23323080
ERROR: position ortholog index to check. ENSCAFG00000000196 ENSMUSG00000010461 [*:2:26272514:9 [*:9:23323080
ERROR: position ortholog index to check. ENSCAFG00000000196 ENSMUSG00000010461 [*:2:26272514:9 [*:9:23323080
ERROR: position ortholog index to check. ENSCAFG00000000196 ENSMUSG00000010461 [*:2:26272514:9 [*:9:23323080
ERROR: position ortholog index to check. ENSCAFG00000000196 ENSMUSG00000010461 ]*:102:26511789:95 ]*:95:23106208
ERROR: position ortholog index to check. ENSCAFG00000000196 ENSMUSG00000010461 ]*:102:26511789:95 ]*:95:23106208
ERROR: position ortholog index to check. ENSCAFG00000000196 ENSMUSG00000010461 ]*:102:26511789:95 ]*:95:23106208
ERROR: position ortholog index to check. ENSCAFG00000000196 ENSMUSG00000010461 ]*:102:26511789:95 ]*:95:23106208
ERROR: position ortholog index to check. ENSCAFG00000000196 ENSMUSG00000010461 ]*:102:26511789:95 ]*:95:23106208
ERROR: position ortholog index to check. ENSG00000113231 ENSMUSG00000021684 ]*:91:77426554:99 ]-:99:95026120
ERROR: position ortholog index to check. ENSG00000185658 ENSCAFG00000010037 [*:6:39313491:1 [-:1:34240553
ERROR: position ortholog index to check. ENSG00000185658 ENSCAFG00000010037 [*:6:39313491:1 [-:1:34240553
ERROR: position ortholog index to check. ENSMUSG00000022914 ENSCAFG00000010037 [*:4:96082302:1 [-:1:34240553
ERROR: position ortholog index to check. ENSMUSG00000022914 ENSCAFG00000010037 [*:4:96082302:1 [-:1:34240553
ERROR: position ortholog index to check. ENSMUSG00000090112 ENSG00000146414 [*:8:11151651:11 [-:11:145955322
ERROR: position ortholog index to check. ENSCAFG00000000335 ENSG00000146414 [*:9:37162930:11 [-:11:145955322
ERROR: position ortholog index to check. ENSMUSG00000046709 ENSG00000109339 [*:11:103058386:27 [*:27:86194401
ERROR: position ortholog index to check. ENSG00000109339 ENSCAFG00000009396 [*:35:86159419:10 [-:10:9714604
ERROR: position ortholog index to check. ENSCAFG00000009396 ENSG00000109339 [*:1:9733385:27 [-:27:86194401
ERROR: position ortholog index to check. ENSMUSG00000046709 ENSCAFG00000009396 [*:18:103038640:8 [-:8:9714604
ERROR: position ortholog index to check. ENSCAFG00000009396 ENSMUSG00000046709 [*:1:9733385:11 [-:11:103058386
ERROR: position ortholog index to check. ENSCAFG00000009396 ENSMUSG00000046709 [*:8:9714604:18 [-:18:103038640
ERROR: position ortholog index to check. ENSCAFG00000015961 ENSMUSG00000029203 ]*:39:72717382:37 ]-:37:65594949
ERROR: position ortholog index to check. ENSMUSG00000027534 ENSG00000104497 [*:9:10438185:15 [-:15:81839986
ERROR: position ortholog index to check. ENSMUSG00000027534 ENSG00000104497 ]*:39:10419127:45 ]-:45:81801497
ERROR: position ortholog index to check. ENSMUSG00000027534 ENSCAFG00000031007 [*:9:10438185:7 [-:7:28920378
ERROR: position ortholog index to check. ENSMUSG00000027534 ENSCAFG00000031007 ]*:39:10419127:37 ]-:37:28884656
ERROR: position ortholog index to check. ENSG00000165533 ENSCAFG00000017478 [*:12:88824708:3 [-:3:60061732
ERROR: position ortholog index to check. ENSG00000165533 ENSCAFG00000017478 ]*:96:88877410:93 ]-:93:60114941
ERROR: position ortholog index to check. ENSMUSG00000021013 ENSCAFG00000017478 [*:5:98920670:3 [-:3:60061732
